Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Gato de Noche,"Ñengo Flow, Bad Bunny",Gato de Noche,2GS2h80Dp8rFdGEa0j0JhH,54ELExv56KCAB4UP9cOCzC,86,2022-12-22,227013,True,https://open.spotify.com/track/54ELExv56KCAB4UP9cOCzC,0.892,0.662,8,-3.894,1,0.162,0.169,1.24e-06,0.363,0.607,93.976
Give It To Me - Full Vocal Mix,Matt Sassari,Give It To Me (Full Vocal Mix),1jbRY71konakrKvDUiW7Rp,5ZduaRci3iNUiDfJbBfAaf,86,2021-10-22,102861,False,https://open.spotify.com/track/5ZduaRci3iNUiDfJbBfAaf,0.874,0.869,1,-5.996,0,0.0315,0.00116,0.00238,0.164,0.726,126.027
Push Up - Main Edit,Creeds,Push Up (Main Edit),3v5BP6gPT1nNU9rjs57fF0,3AjSfp5FDvwtMU9XBsbS8j,86,2023-03-31,139300,False,https://open.spotify.com/track/3AjSfp5FDvwtMU9XBsbS8j,0.767,0.83,7,-8.78,1,0.206,0.209,0.836,0.0582,0.187,75.023
Players,Coi Leray,Players,4cAAsw7mPkGt15GXQzWlrM,6UN73IYd0hZxLi8wFPMQij,86,2022-11-30,139560,True,https://open.spotify.com/track/6UN73IYd0hZxLi8wFPMQij,0.954,0.516,6,-5.817,1,0.16,0.03,7.54e-06,0.0504,0.624,105.001
Bad Memories (feat. Elley Duhé & FAST BOY),"MEDUZA, James Carter, Elley Duhé, FAST BOY",Bad Memories (feat. Elley Duhé & FAST BOY),44aG7QLYLGotCTlu5Fc2J7,3rb0tMq42WfggucPm0HHkA,85,2022-07-22,148629,False,https://open.spotify.com/track/3rb0tMq42WfggucPm0HHkA,0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998
Princess Diana (with Nicki Minaj),"Ice Spice, Nicki Minaj",Princess Diana (with Nicki Minaj),2Q7WBQ794rA9ISPLfqdKjK,0ZxhtATQ0a6EvQNZ0z6NKV,85,2023-04-14,172125,True,https://open.spotify.com/track/0ZxhtATQ0a6EvQNZ0z6NKV,0.898,0.676,9,-5.196,1,0.187,0.14,0.0,0.101,0.742,147.991
Ferrari,"James Hype, Miggy Dela Rosa",Ferrari,6moZ4sNThthUAwCklyuPY8,4zN21mbAuaD0WqtmaTZZeP,85,2022-04-01,186662,False,https://open.spotify.com/track/4zN21mbAuaD0WqtmaTZZeP,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004
Pepas,Farruko,Pepas,2A5ksnhz7YWbRLvFMjX1j1,5fwSHlTEWpluwOM0Sxnh5k,85,2021-06-24,287120,True,https://open.spotify.com/track/5fwSHlTEWpluwOM0Sxnh5k,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001
HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,2uDTi1PlpSpvAv7IRAoAEU,3eekarcy7kvN4yt5ZFzltW,85,2019-10-04,175721,True,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469
Runnin,"21 Savage, Metro Boomin",SAVAGE MODE II,6wTyGUWGCilBFZ837k5aRi,5SWnsxjhdcEDc7LJjq9UHk,85,2020-10-02,195906,True,https://open.spotify.com/track/5SWnsxjhdcEDc7LJjq9UHk,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01
LET GO,Central Cee,LET GO,1QYPAEk2Ksj3WPv3mvoDnL,3zkyus0njMCL6phZmNNEeN,85,2022-12-15,175890,True,https://open.spotify.com/track/3zkyus0njMCL6phZmNNEeN,0.735,0.449,2,-9.933,0,0.383,0.859,0.0,0.213,0.514,146.016
Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Music To Be Murdered By,4otkd9As6YaxxEkIjXPiZ6,7FIWs0pqAYbP91WWM0vlTQ,84,2020-01-17,210800,True,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995
Freestyle,Lil Baby,Too Hard,750APP0eKVlcgOxaZnBnVt,5BbdKBZO0TH0GhfxUfyhL9,84,2017-12-01,162053,True,https://open.spotify.com/track/5BbdKBZO0TH0GhfxUfyhL9,0.877,0.517,2,-5.426,0,0.0706,0.217,0.0,0.143,0.255,119.996
Belly Dancer,"Imanbek, BYOR",Belly Dancer,2npvQTpyjLtapBWTNTNlqn,7fZBQnc0zXwVybgCIrQQil,84,2022-02-18,151475,False,https://open.spotify.com/track/7fZBQnc0zXwVybgCIrQQil,0.845,0.797,1,-4.984,1,0.139,0.0582,5.57e-06,0.167,0.422,121.985
10:35,"Tiësto, Tate McRae",10:35,77wWx9sOCJiy0wcn0P44NO,6BePGk3eCan4FqaW2X8Qy3,84,2022-11-03,172253,False,https://open.spotify.com/track/6BePGk3eCan4FqaW2X8Qy3,0.696,0.793,8,-5.733,1,0.097,0.0683,3.78e-06,0.18,0.698,120.003
The Box,Roddy Ricch,Please Excuse Me for Being Antisocial,52u4anZbHd6UInnmHRFzba,0nbXyq5TXYPCO7pr3N8S4I,84,2019-12-06,196653,True,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971
Tarot,"Bad Bunny, Jhayco",Un Verano Sin Ti,3RQQmkQEvNCY4prGKE6oc5,41oY4WCTj5kccfesTVFnvN,83,2022-05-06,237895,True,https://open.spotify.com/track/41oY4WCTj5kccfesTVFnvN,0.795,0.684,11,-3.971,0,0.0419,0.0225,0.0,0.658,0.419,114.011
Knife Talk (with 21 Savage ft. Project Pat),"Drake, 21 Savage, Project Pat",Certified Lover Boy,3SpBlxme9WbeQdI9kx7KAV,2BcMwX1MPV6ZHP4tUT9uq6,83,2021-09-03,242966,True,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6,0.849,0.424,5,-9.579,0,0.324,0.0635,0.0,0.0834,0.153,145.887
Dior,Pop Smoke,Meet The Woo,6d1vGZsr6Uy3h9IigBpPAf,79s5XnCN4TJKTVMSmOx8Ep,83,2019-07-26,216387,True,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094
Mood (feat. iann dior),"24kGoldn, iann dior",El Dorado,270o30h7cAlEhBnbuSpFZq,4jPy3l0RUwlUI9T5XHBW2m,83,2021-03-26,140533,True,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m,0.701,0.716,7,-3.671,0,0.0361,0.174,0.0,0.324,0.732,91.007
Call It Love,"Felix Jaehn, Ray Dalton",Call It Love,5c3YGhnf058Op4YviM73wn,5YdnOm5990Kfq1Jodws98B,83,2022-09-16,154561,False,https://open.spotify.com/track/5YdnOm5990Kfq1Jodws98B,0.616,0.841,5,-4.779,0,0.076,0.0559,0.00217,0.417,0.714,110.029
Moth To A Flame (with The Weeknd),"Swedish House Mafia, The Weeknd",Paradise Again,2Dbe9L757CSQbhnbW5PVSH,0VO8gYVDSwM1Qdd2GsMoYK,83,2022-04-15,234000,False,https://open.spotify.com/track/0VO8gYVDSwM1Qdd2GsMoYK,0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146
Deep Down (feat. Never Dull),"Alok, Ella Eyre, Kenny Dope, Never Dull",Deep Down (feat. Never Dull),3KpxpdySrMR2S7noneu1bI,7MIhUdNJtaOnDmC5nBC1fb,83,2022-06-17,165753,False,https://open.spotify.com/track/7MIhUdNJtaOnDmC5nBC1fb,0.687,0.818,0,-4.221,1,0.0778,0.0112,0.0,0.248,0.886,125.952
La Jumpa,"Arcángel, Bad Bunny",La Jumpa,6LOhj1aK7vkGHJXtKU16PN,5MxFWjuqQIsbNWbMdMdbli,83,2022-11-30,255693,True,https://open.spotify.com/track/5MxFWjuqQIsbNWbMdMdbli,0.713,0.703,8,-5.769,1,0.194,0.298,0.0,0.321,0.576,123.06
Words (feat. Zara Larsson),"Alesso, Zara Larsson",Words (feat. Zara Larsson),66W7mt0wKGLFALilLBLfU6,1bgKMxPQU7JIZEhNsM1vFs,83,2022-04-22,142677,False,https://open.spotify.com/track/1bgKMxPQU7JIZEhNsM1vFs,0.739,0.586,10,-5.079,0,0.0472,0.0245,0.000252,0.308,0.444,124.026
